WFC_ACS_F435W	4318.100000	26.486704
WFPC2_F606W	5996.800000	25.761927
WFC3_UVIS_F775W	7648.500000	25.682353
WFC3_UVIS_F850LP	9168.900000	25.673652
WFC3_IR_F105W	10550.700000	25.709285
WFC3_IR_F125W	12486.100000	25.705538
WFC3_IR_F160W	15370.800000	25.340464
JWST_F200W	19858.200000	25.108031
JWST_F277W	27759.200000	25.102301
JWST_F356W	35511.000000	24.961715
JWST_F444W	44330.700000	24.933947
